flag,avg_min_between_sent_tnx,avg_min_between_received_tnx,time_diff_between_first_and_last_(mins),sent_tnx,number_of_created_contracts,unique_received_from_addresses,unique_sent_to_addresses,min_value_received,avg_val_received,min_val_sent,max_val_sent,total_transactions_(including_tnx_to_create_contract,total_ether_sent,total_ether_received,total_ether_balance,erc20_uniq_sent_addr,erc20_min_val_rec,erc20_max_val_rec,erc20_avg_val_rec,erc20_min_val_sent,erc20_uniq_rec_token_name,erc20_rec_token_risk
1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,1.0,0.357429718875502
0,3998.05,1948.14,974128.98,192,0,39,102,0.001,2.675704,0.0,23.5,298,293.74823,283.6246311000001,-10.12359886,35.0,0.0,1553054333.0,11360921.26,0.0,77.0,0.002294893861158921
1,0.0,105.42,210.85,0,0,2,0,1.75,3.18853,0.0,0.0,2,0.0,6.377059041,6.377059041,0.0,99.0,99.0,99.0,0.0,1.0,0.01549053356282272
1,119.98,1178.02,8966.02,6,0,7,3,0.001594,1.0166959999999998,0.0,6.605614,13,7.61671364,7.11687364,-0.49984,,,,,,,0.0
1,0.0,128.95,4714.13,1,0,3,1,0.1,0.866667,2.59,2.59,4,2.59,2.6,0.01,,,,,,,0.0
0,34.48,1442.36,562674.7,381,0,1,1,0.067036,0.290948,0.065861,1.496306,762,111.84720159999998,110.851282,-0.995919627,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,87.84,97570.54,585950.33,6,0,6,1,0.495,5.740229,0.49357,19.999359,12,34.43362541,34.44137498,0.00774957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,9675.51,319291.68,0,1,3,0,0.0,0.8308979999999999,0.0,0.0,34,0.0,27.41963037,27.41963037,0.0,0.0,20.074983,5.13941,0.0,4.0,0.006310958118187034
0,7841.89,5507.27,758388.17,63,0,13,24,0.00344,5.252367,0.000757,85.0,111,250.5128965,252.1136,1.600703495,0.0,0.0,896.429727,168.28759,0.0,10.0,0.01835915088927137
0,165.31,0.0,330.62,2,0,1,2,101.0,101.0,0.004917,100.994099,3,100.9990158,101.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1698.92,2127.67,793491.68,40,0,9,6,0.002,0.859973,0.0,26.389848,381,293.2311878,293.2508283,0.019640553,2.0,0.0,20071.0,2248.843592,0.77336,10.0,0.0
0,2.63,21610.71,410650.88,18,0,5,1,0.075725,0.670335,0.101716,2.001044,37,12.72880704,12.73636704,0.007560004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,25.81,1602.23,964657.53,563,0,10,3,0.095,13.032459,1.6e-05,55.006339,1156,7739.853673999999,7728.248277,-11.60539691,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.82,13582.74,258645.15,16,0,4,16,0.000344,0.552257,0.001216,2.177585,35,10.48397004,10.49288361,0.008913569,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,1381.5,198935.72,0,1,4,0,0.0,0.598014,0.0,0.0,145,0.0,86.1140528,86.1140528,0.0,0.106874,1.273127,0.69,0.0,2.0,0.004589787722317842
0,2.18,0.0,8.72,4,0,2,4,643.745408,1000.5,0.001078,1596.338876,6,2000.998113,2001.0,0.001886545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,955.17,89.4,82605.95,76,0,104,62,0.000761,0.190628,0.0,50.2,188,50.8528568,21.35036747,-29.50248933,6.0,0.0,474000.0,5173.198777000001,0.0,77.0,0.002294893861158921
1,0.0,125.71,776.35,1,0,2,1,1.3867200000000002,2.19336,4.384641,4.384641,3,4.384641,4.38672,0.002079,0.0,1.337,1.337,1.337,0.0,1.0,0.357429718875502
1,446.03,5849.06,82778.88,2,0,8,2,0.001,1.104838,4.545256,10.220684,16,14.76593974,15.46772762,0.70178788,,,,,,,0.0
0,109.31,0.0,327.93,3,0,1,3,101.0,101.0,1.5678450000000002,76.765781,4,100.9985356,101.0,0.001464437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,2394.9,201171.8,0,1,2,0,0.0,0.323138,0.0,0.0,85,0.0,27.14362337,27.14362337,0.0,0.469665,1.015054,0.74236,0.0,2.0,0.006310958118187034
0,0.0,30225.65,60451.3,0,1,2,0,0.0,5.45305,0.0,0.0,3,0.0,10.9061,10.9061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,4628.17,226780.22,0,1,2,0,0.0,3.008913,0.0,0.0,50,0.0,147.436757,147.436757,0.0,0.520007,2.957838,1.738923,0.0,2.0,0.004589787722317842
0,6263.83,2995.92,388106.17,6,0,3,3,0.197853,0.511549,0.1,24.779251,123,59.84807596,59.85118396,0.003108,0.0,2.259859,2.602009,2.430934,0.0,2.0,0.004589787722317842
1,179.76,58.46,948.5,3,0,7,2,0.495,3.402989,0.3,22.519204,10,23.80920422,23.82092622,0.011722,0.0,1.337,1.337,1.337,0.0,1.0,0.357429718875502
0,120411.9,2987.4,367210.5,3,0,1,2,9.0,10.5,0.1,0.9,5,1.4,21.0,19.6,0.0,0.0,898.338156,122.233923,0.0,14.0,0.008032128514056224
1,19045.57,1436.76,289959.77,11,0,48,7,0.0,0.064736,0.0,2.0,67,3.551,3.625232629,0.074232629,2.0,0.0,50000.0,5719.344284000002,1000.0,31.0,0.0005737234652897303
0,0.0,2187.03,319306.25,0,1,3,0,0.0,0.320469,0.0,0.0,147,0.0,46.78843712,46.78843712,0.0,0.0,4.811292,1.6082459999999998,0.0,4.0,0.004589787722317842
0,2.11,0.52,7.35,3,0,2,3,506.763191,1000.5,0.98,1167.944938,5,2000.998585,2001.0,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,32397.92,226785.43,0,1,5,0,0.0,3.279664,0.0,0.0,8,0.0,22.95764904,22.95764904,0.0,0.166505,0.495363,0.330934,0.0,2.0,0.004589787722317842
0,0.0,7581.44,1031076.45,0,1,6,0,0.0,1.931871,0.0,0.0,137,0.0,262.7344024,262.7344024,0.0,0.0,0.002,0.001333,0.0,2.0,0.0
0,2754.97,2545.19,563551.12,90,0,2,3,0.005529,1.390324,0.0,12.14453,214,172.3574544,172.40016630000005,0.042711868,1.0,0.213367,0.213367,0.213367,0.213367,1.0,0.006310958118187034
1,1176.95,66.95,4975.58,4,0,3,4,0.0578,0.53945,0.06,1.935868,8,2.155868,2.1578,0.001932,,,,,,,0.0
0,164.68,0.21,329.78,2,0,2,2,37.678811,50.5,1.0,99.998974,4,100.9989738,101.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,160.78,0.5,322.55,2,0,2,2,45.328906,50.5,2.0746580000000003,98.924358,4,100.9990158,101.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,64.92,27181.97,490184.27,14,0,14,11,0.0,0.004725,0.0,10000.0,32,70020.0,0.085050371,-70019.91495,0.0,0.0,83017.07402,2884.895128,0.0,58.0,0.0011474469305794606
0,0.0,0.0,1.67,1,0,1,1,0.1,0.1,0.099528,0.099528,2,0.099528364,0.1,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,9.2,1,0,1,1,2.080186,2.080186,2.079566,2.079566,2,2.0795659,2.0801859,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,204.83,20971.6,1,0,1,1,0.495,2.745,5.489559,5.489559,3,5.489559,5.49,0.000441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,0.0
0,26.84,0.0,53.68,2,0,1,2,101.0,101.0,10.097536,90.901414,3,100.99895,101.0,0.00105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,221.96,12327.37,288412.62,22,0,2,1,0.096149,1.114152,0.99797,4.465742,45,25.60731109,25.62549122,0.018180129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,0.0
0,202252.36,13562.51,485879.8,2,0,2,1,0.995,2.358151,4.309636,9.836705,8,14.14634161,14.1489036,0.002561992,0.0,0.0,789.901339,109.270329,0.0,10.0,0.01835915088927137
1,0.0,1640.05,12163.3,1,0,4,1,0.2,0.461063,1.843391,1.843391,5,1.84339063,1.84425163,0.0008609999999999,0.0,1.337,1.337,1.337,0.0,1.0,0.357429718875502
1,0.0,414.27,3999.57,1,0,5,1,0.01,0.248891,1.492861,1.492861,7,1.49286073,1.49334373,0.000483,0.0,13.37,13.37,13.37,0.0,1.0,0.357429718875502
1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,0.0
0,0.0,3781.52,60504.28,0,1,2,0,0.0,2.021792,0.0,0.0,17,0.0,32.34866851,32.34866851,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,31.76,0.0,63.52,2,0,1,2,101.0,101.0,11.005421,89.99352900000002,3,100.99895,101.0,0.00105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,12.28,18447.42,203032.08,9,0,10,1,0.1,0.5109090000000001,0.189475,1.399537,20,5.61567917,5.62,0.00432083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.93,12736.67,38213.88,2,0,3,1,0.001562,10.220906,0.199672,30.461454,5,30.66112585,30.66271846,0.001592609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,696.54,70.23,3558.65,4,0,11,4,0.01,2.650014,1.34988,11.039502,15,29.14149718,29.15014938,0.008652198,,,,,,,0.0
0,0.0,0.0,2234.43,1,0,1,1,11.703693,11.703693,11.703073,11.703073,2,11.70307311,11.70369311,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1819.56,1581.87,982742.9,401,0,60,165,0.0,3.0281700000000003,0.0,19.0,561,522.2611438,484.5072008,-37.75394306,41.0,0.0,4500000.0,42593.1799,0.0,111.0,0.0
0,22.26,0.0,66.78,3,0,1,3,101.0,101.0,1.008,85.74809300000003,4,100.998446,101.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7042.64,2694.86,80594.87,8,0,8,7,0.001,0.8803690000000001,0.0,2.06033,17,7.91906848,7.92331804,0.00424956,1.0,0.299173,140.102687,70.20093,140.102687,2.0,0.006310958118187034
1,1215.31,612.83,5494.78,2,0,5,2,0.08,0.610862,0.02057,2.973449,7,2.99401888,3.05430988,0.060291,0.0,1.337,19050.0,9525.6685,0.0,2.0,0.357429718875502
0,0.0,0.0,253.25,1,0,1,1,0.3,0.3,0.29938,0.29938,2,0.29938,0.3,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,35.47,1542.87,1,0,29,1,0.000471,0.7136359999999999,26.403487,26.403487,38,26.4034875,26.4045375,0.00105,,,,,,,0.0
1,162.82,487.94,2603.55,7,0,3,3,0.05,0.128,0.0,0.333,10,0.3720000000000001,0.384,0.012,1.0,2514.965579,2514.965579,2514.965579,2514.965579,1.0,0.0011474469305794606
1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,0.0
0,21.94,0.0,65.82,3,0,1,3,101.0,101.0,18.156637,57.370598,4,100.998446,101.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,560.33,1,0,1,1,0.879124,0.879124,0.8785040000000001,0.8785040000000001,2,0.8785040000000001,0.879124,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.12,0.92,21206.93,9996,3,3,2,1.0,11.0,0.0,0.0,10003,0.0,44.0,44.0,1.0,0.0,1553054037.0,91356603.2,100.0,29.0,0.0
0,698.81,774.95,728566.25,493,0,64,19,0.005,116.984484,0.001,950.0,994,58850.10844,58609.22622999999,-240.8822077,0.0,0.0,9114.120657,916.095159,0.0,12.0,0.0
0,730.58,2750.38,27289.12,11,0,5,7,0.001115,1.048882,0.0,2.353517,18,7.33668,7.342177027999999,0.005497028,1.0,279.356783,465.827337,372.59206,745.18412,1.0,0.0017211703958691911
0,0.0,125704.72,628523.6,0,0,5,0,0.008496,0.580704,0.0,0.0,5,0.0,2.9035219,2.9035219,0.0,0.0,395.797879,65.378619,0.0,7.0,0.01835915088927137
1,0.0,0.0,0.0,0,0,1,0,0.00391,0.00391,0.0,0.0,1,0.0,0.003909556,0.003909556,,,,,,,0.0
1,0.0,0.0,1301.13,1,0,1,1,0.5,0.5,0.4996850000000001,0.4996850000000001,2,0.4996850000000001,0.5,0.000315,0.0,13.37,13.37,13.37,0.0,1.0,0.357429718875502
0,0.0,4546.14,131837.98,0,1,4,0,0.0,22.798565,0.0,0.0,30,0.0,661.1583841,661.1583841,0.0,3.433442,600.0,301.716721,0.0,2.0,0.006310958118187034
0,265727.79,0.0,797183.38,3,0,1,3,2.995,2.995,0.0,2.0,4,2.99,2.995,0.005,1.0,0.0,402.530057,51.937801,0.0,12.0,0.0
1,0.0,579.02,35304.15,1,0,6,1,0.012537,0.420595,2.523149,2.523149,7,2.52314852,2.52356852,0.00042,0.0,0.0,0.0,0.0,0.0,1.0,0.008032128514056224
0,0.0,0.0,5.95,1,0,1,1,3.059807,3.059807,3.059335,3.059335,2,3.059335204,3.05980684,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,11281.09,17836.09,598658.27,42,0,7,16,0.8990520000000001,16.698435999999994,0.0,49.369,49,196.2841043,116.8890523,-79.395052,3.0,0.0,39441.50389,1631.146646,0.0,27.0,0.0005737234652897303
0,7367.48,4132.04,953221.08,112,0,25,38,0.009076,5.7225150000000005,0.0,20.0,143,185.528125,177.39797,-8.130154988,16.0,0.0,100000.0,5605.18465,0.0,28.0,0.0
0,0.0,1557.4,52951.63,0,1,3,0,0.0,218.047959,0.0,0.0,35,0.0,7413.6306,7413.6306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6.49,237.69,1134266.72,4473,0,5,3,0.010008,3.141207,0.708421,275.086807,9123,14603.680880000002,14606.61338,2.932498692,0.0,0.0,365.0,122.402683,0.0,3.0,0.0034423407917383822
0,0.0,1399.87,188982.3,0,1,4,0,0.0,0.243542,0.0,0.0,136,0.0,32.87813819,32.87813819,0.0,0.648758,1.084122,0.86644,0.0,2.0,0.006310958118187034
0,161.04,1.78,325.65,2,0,2,2,33.932959999999994,50.5,0.162579,100.836437,4,100.9990158,101.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,0.0
0,0.0,19260.17,192601.7,0,1,6,0,0.0,7.0127380000000015,0.0,0.0,11,0.0,70.12737969,70.12737969,0.0,0.46053,0.647208,0.553869,0.0,2.0,0.006310958118187034
0,0.0,0.0,173.42,1,0,1,1,0.174173,0.174173,0.171973,0.171973,2,0.17197315,0.17417315,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,1553.29,226780.37,0,1,3,0,0.0,0.412648,0.0,0.0,147,0.0,60.24659353,60.24659353,0.0,0.167498,0.7405970000000001,0.454047,0.0,2.0,0.004589787722317842
0,141351.31,728.82,567591.7,4,0,3,2,0.01,0.376209,0.000831,0.669903,7,1.126250448,1.12862796,0.002377512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5023.01,71331.97,635954.88,13,0,5,9,0.041529,0.926946,0.0007469999999999,2.745738,21,7.40985832,7.41557093,0.00571261,0.0,300.511242,300.511242,300.511242,0.0,1.0,0.010900745840504877
1,0.0,168.08,1512.73,0,0,9,0,0.001451,0.540137,0.0,0.0,9,0.0,4.861229115,4.861229115,0.0,0.0,0.0,0.0,0.0,1.0,0.0005737234652897303
0,8926.51,16822.86,110893.82,3,0,4,2,1.024858,3.301407,1.0,10.480516,8,16.48051638,16.50703427,0.026517895,0.0,0.789521,24.0,16.263174,0.0,3.0,0.0
0,13214.65,16443.62,389085.28,17,0,5,11,0.3,4.464757,0.0,15.0,27,44.558,44.64757159,0.08957159,1.0,0.0,82812.5,17144.35558,220.0,6.0,0.0
0,0.0,0.0,348.28,1,0,1,1,0.3318,0.3318,0.33118,0.33118,2,0.33117994,0.33179994,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,161.71,0.0,323.42,2,0,1,2,101.0,101.0,2.965659,98.033357,3,100.9990158,101.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,196.93,1,0,1,1,1.0,1.0,0.9978,0.9978,2,0.9978,1.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1019.48,2891.08,760003.8,11,0,2,7,0.200043,0.404067,0.0001,29.0,270,65.16582982,104.6533116,39.48748176,1.0,0.0,1500.0,244.191968,100.0,12.0,0.008032128514056224
1,0.0,352.7,8112.18,0,0,20,0,0.5,1.10693,0.0,0.0,23,0.0,25.4593893,25.4593893,0.0,0.0,99.0,25.08425,0.0,4.0,0.03499713138267355
0,0.0,0.0,332.75,1,0,1,1,4.4051550000000015,4.4051550000000015,4.404535,4.404535,2,4.40453469,4.40515469,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,18853.13,13525.62,213125.67,7,0,4,2,0.359607,5.307372,0.002895,20.768586,13,31.83980804,31.84423383,0.004425788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4790.91,4690.94,81145.63,14,0,2,7,2.0,2.83377,0.0,2.36,17,9.878831,8.50131132,-1.37751968,4.0,0.0,48.348286,9.065994,0.0,6.0,0.010900745840504877
0,32248.03,2230.01,688358.73,21,0,2,14,0.01,24.011,0.0,51.0,26,155.1859,120.055,-35.1309,4.0,0.0,51640.0,1208.937488,10.0,39.0,0.0005737234652897303
0,43722.81,44729.47,574436.5,7,0,6,2,0.013833,1.6335879999999998,0.001759,4.322492,13,9.795314258,9.80152622,0.006211962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,161.92,0.82,325.48,2,0,2,2,49.958541,50.5,5.348511,95.650463,4,100.9989738,101.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,20.92,850.5,1,0,1,1,0.081354,1.588177,3.085,3.085,3,3.085,3.17635386,0.09135386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,160.52,0.0,321.03,2,0,1,2,101.0,101.0,0.1,100.899016,3,100.9990158,101.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20.77,0.0,62.3,3,0,1,3,101.0,101.0,0.469792,87.04855500000002,4,100.998446,101.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1065.36,14013.23,60314.37,4,0,3,4,0.008117,0.236889,0.007949,0.667583,8,0.94681901,0.94755401,0.000735,0.0,13.37,13.37,13.37,0.0,1.0,0.357429718875502
0,0.0,2400.69,319291.68,0,1,4,0,0.0,0.226261,0.0,0.0,134,0.0,30.09274594,30.09274594,0.0,0.602985,0.719512,0.661248,0.0,2.0,0.006310958118187034
0,33.41,0.0,100.23,3,0,1,3,101.0,101.0,0.010055,96.844903,4,100.998488,101.0,0.001512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,163.43,55.55,437.97,2,0,1,1,0.335068,0.494459,0.334617,0.6533800000000001,4,0.987996272,0.98891889,0.000922618,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,1.67,1,0,1,1,0.695,0.695,0.6945279999999999,0.6945279999999999,2,0.6945283640000001,0.695,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7594.41,6714.14,646629.7,71,0,11,22,0.026695,0.773113,0.0,4.234589,87,12.07705515,12.36981206,0.292756903,52.0,0.0,25993.5,2530.430304,1.210701,30.0,0.0005737234652897303
0,158.96,0.0,317.92,2,0,1,2,101.0,101.0,0.1,100.899016,3,100.9990158,101.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,69207.69,0.0,138415.38,2,0,1,2,1.0,1.0,0.068858,0.93021,3,0.99906831,1.0,0.00093169,,,,,,,0.0
0,1559.01,53123.24,162487.73,2,0,3,1,1.7e-05,0.068011,0.098576,0.104517,5,0.203092193,0.204033012,0.000940819,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,157.54,0.0,315.08,2,0,1,2,101.0,101.0,2.000883,98.998133,3,100.9990158,101.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.09,0.0,3.27,3,0,2,3,512.188659,1000.5,2.695185,1486.592905,5,2000.998585,2001.0,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,5.32,1,0,1,1,20.0,20.0,19.999528,19.999528,2,19.99952836,20.0,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,14.48,1,0,1,1,0.181754,0.181754,0.166754,0.166754,2,0.16675425,0.18175425,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6733.4,135972.42,285411.65,2,0,2,2,0.011388,0.134271,0.007188,0.254342,4,0.26152955,0.26854191,0.00701236,0.0,0.0,2543.4191,1271.70955,0.0,2.0,0.0
1,0.0,0.92,22.08,0,0,3,0,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,,,,,,,0.0
0,0.0,1926.03,192603.17,0,1,3,0,0.0,0.293066,0.0,0.0,101,0.0,29.30656763,29.30656763,0.0,0.397976,0.397976,0.397976,0.0,1.0,0.006310958118187034
0,102.04,0.0,306.13,3,0,1,2,101.0,101.0,23.575811,41.852334,4,100.9985118,101.0,0.001488218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.89,0.74,10.17,3,0,2,3,953.697968,1000.5,1.0,1359.257422,5,2000.998585,2001.0,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,216.32,397.21,1498667.23,4876,0,970,2114,0.0,15.536044,0.0,490.566038,5994,17106.79497,17369.29768,262.5027126,0.0,0.0,2523140.0,93716.51302,0.0,27.0,0.004589787722317842
0,4.33,8067.27,1186508.93,143,0,3,1,0.0169889999999999,0.196691,0.047041,0.99993,290,28.76824349,28.91356092,0.145317434,0.0,0.01,0.01,0.01,0.0,1.0,0.0
0,0.0,4420.22,198909.8,0,1,8,0,0.0,31.966802,0.0,0.0,46,0.0,1438.506107,1438.506107,0.0,0.528189,600.0,201.808588,0.0,3.0,0.006310958118187034
0,1268.21,1033.31,390697.97,238,0,17,67,0.0,106.855528,0.0,583.0,324,10028.18726,9189.575414,-838.6118421,10.0,0.0,510272.0,13842.394219999998,0.0,15.0,0.0
0,674.61,221.0,11677.73,16,0,2,10,0.01,63.3775,0.0,250.0,20,253.2,253.51,0.31,4.0,0.0,16888.0,1231.242556,0.0,11.0,0.0
0,0.0,42.89,428853.5,0,1,3766,0,0.001,15.89927,0.0,0.0,10000,0.0,158976.7998,158976.7998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2151.88,3399.26,944971.67,139,0,62,62,0.0017,6.925750999999999,0.0,79.0,329,1404.796,1315.892743,-88.90325673,16.0,0.0,1650000.0,83330.06635,6.3e-05,32.0,0.0005737234652897303
0,162.57,0.0,325.15,2,0,1,2,101.0,101.0,1.0,99.998571,3,100.9985715,101.0,0.001428506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,108.48,0.84,327.13,3,0,2,3,32.720317,50.5,0.05,76.989257,5,100.9985356,101.0,0.001464437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,24.47,1,0,1,1,0.435988,0.435988,0.435484,0.435484,2,0.43548381,0.43598781,0.000504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.97,691.83,58195.13,84,0,2,2,0.200392,0.215719,0.199972,0.7206640000000001,168,18.08508895,18.12036895,0.03528,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.95,4089.39,266447.13,64,0,4,1,0.022222,0.088644,0.021802,1.130417,129,5.712911554,5.761864154,0.0489526,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,2434.68,1287.05,24175.05,2,0,14,2,0.04,0.660274,0.557972,9.344419,17,9.90239125,9.90411325,0.0017219999999999,0.0,2.20705,2.20705,2.20705,0.0,1.0,0.01835915088927137
1,0.0,509.77,398790.1,1,0,15,1,0.0,0.8295309999999999,15.76022,15.76022,20,15.76021981,15.76108081,0.0008609999999999,0.0,0.0,99.0,20.0674,0.0,5.0,0.01549053356282272
1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,1.0,0.357429718875502
0,0.0,396.0,478926.53,1,0,2,1,0.01,2.015,3.0,3.0,3,3.0,4.03,1.03,0.0,0.0,469.48349400000006,69.235845,0.0,8.0,0.010900745840504877
0,51.62,2379.15,580798.83,236,0,5,2,0.053646,0.48011,0.09554,4.677857,475,114.6472063,114.7463263,0.099120003,0.0,1.0,596.0,298.5,0.0,2.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,1.0,0.357429718875502
